# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#gene symbol	HGNC	phenotype	inheritance	omim_number	pmid	inheritance info	comment	Phenotype categories (multiple columns)
MYH7	7577	Myopathy, myosin storage, autosomal dominant	AD	608358				
MYH7	7577	Myopathy, myosin storage, autosomal recessive	AR	255160				
MYH7	7577	Scapuloperoneal syndrome, myopathic type	AD	181430				
MYH8	7578	Carney complex variant	AD	608837				
MYH8	7578	Trismus-pseudocamptodactyly syndrome	AD	158300				
MYH9	7579	Deafness, autosomal dominant 17	AD	603622				
MYH9	7579	Epstein syndrome	AD	153650				
MYH9	7579	Fechtner syndrome	AD	153640				
MYH9	7579	Macrothrombocytopenia and progressive sensorineural deafness	AD	600208				
MYH9	7579	May-Hegglin anomaly	AD	155100				
MYH9	7579	Sebastian syndrome	AD	605249				
MYL2	7583	Cardiomyopathy, hypertrophic, 10	AD	608758				
MYL3	7584	Cardiomyopathy, hypertrophic, 8	AD	608751				
MYL4	7585	?Atrial fibrillation, familial, 18	AD	617280				
MYLK	7590	Aortic aneurysm, familial thoracic 7	AD	613780				
MYLK2	16243	Cardiomyopathy, hypertrophic, 1, digenic	AD	192600				
MYO15A	7594	Deafness, autosomal recessive 3	AR	600316				
MYO18B	18150	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	AR	616549				
MYO1E	7599	Glomerulosclerosis, focal segmental, 6	AR	614131				
MYO3A	7601	Deafness, autosomal recessive 30	AR	607101				
MYO5A	7602	Griscelli syndrome, type 1	AR	214450				
MYO5B	7603	Microvillus inclusion disease	AR	251850				
MYO6	7605	Deafness, autosomal dominant 22	AD	606346				
MYO6	7605	Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy	AD	606346				
MYO6	7605	Deafness, autosomal recessive 37	AR	607821				
MYO7A	7606	Deafness, autosomal dominant 11	AD	601317				
MYO7A	7606	Deafness, autosomal recessive 2	AR	600060				
MYO7A	7606	Usher syndrome, type 1B	AR	276900				
MYOC	7610	Glaucoma 1A, primary open angle	AD	137750				
MYOT	12399	Muscular dystrophy, limb-girdle, type 1A	AD	159000				
MYOT	12399	Myopathy, myofibrillar, 3	AD	609200				
MYOT	12399	Myopathy, spheroid body	AD	182920				
MYOZ2	1330	Cardiomyopathy, hypertrophic, 16	AD	613838				
MYPN	23246	Cardiomyopathy, dilated, 1KK	AD	615248				
MYPN	23246	Cardiomyopathy, familial restrictive, 4	AD	615248				
MYPN	23246	Cardiomyopathy, hypertrophic, 22	AD	615248				
MYPN	23246	Nemaline myopathy 11, autosomal recessive	AR	617336				
MYT1	7622	 Oculo-auriculo-vertebral spectrum, de novo	AD				ikke i panelApp, To artikler HGMD Lopez (2016) J Med Genet 53, 752 og Berenguer (2017) Eur J Hum Genet 25: 1083, Oculo-auriculo-vertebral spectrum, de novo	
MYT1L	7623	Mental retardation, autosomal dominant 39	AD	616521				
NAA10	18704	?Microphthalmia, syndromic 1	X	309800				
NAA10	18704	Ogden syndrome	X	300855				
NAA15	30782	Mental retardation, autosomal dominant 50	AD	617787				
NACC1	20967	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	AD	617393				
NADK2	26404	?2,4-dienoyl-CoA reductase deficiency	AR	616034				
NAGA	7631	Kanzaki disease	AR	609242				
NAGA	7631	Schindler disease, type I	AR	609241				
NAGA	7631	Schindler disease, type III	AR	609241				
NAGLU	7632	?Charcot-Marie-Tooth disease, axonal, type 2V	AD	616491				
NAGLU	7632	Mucopolysaccharidosis type IIIB (Sanfilippo B)	AR	252920				
NAGS	17996	N-acetylglutamate synthase deficiency	AR	237310				
NALCN	19082	Congenital contractures of the limbs and face, hypotonia, and developmental delay	AD	616266				
NALCN	19082	Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	AR	615419				
NANS	19237	Spondyloepimetaphyseal dysplasia, Camera-Genevieve type	AR	610442				
NARS2	26274	Combined oxidative phosphorylation deficiency 24	AR	616239				
NAT8L	26742	?N-acetylaspartate deficiency	AR	614063				
NBAS	15625	Infantile liver failure syndrome 2	AR	616483				
NBAS	15625	Short stature, optic nerve atrophy, and Pelger-Huet anomaly	AR	614800				
NBEAL2	31928	Gray platelet syndrome	AR	139090				
NBN	7652	Nijmegen breakage syndrome	AR	251260				
NCAPD2	24305	Microcephaly with short stature 	AD,AR				Tre artikler HMGD, to AR, en de novo autisme	
NCAPD3	28952	Microcephaly with short stature 	AD;AR				ikke i panelApp, en de novo artikkel, en AR artikkel	
NCAPH	1112	Microcephaly 	AR				ikke i panelApp, en artikkel HGMD	
NCF1	7660	Chronic granulomatous disease due to deficiency of NCF-1	AR	233700				
NCF2	7661	Chronic granulomatous disease due to deficiency of NCF-2	AR	233710				
NCF4	7662	?Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III	AR	613960				
NCSTN	17091	Acne inversa, familial, 1	AD	142690				
NDE1	17619	?Microhydranencephaly	AR	605013				
NDE1	17619	Lissencephaly 4 (with microcephaly)	AR	614019				
NDNL2	7677	Lung disease, immunodeficiency, and chromosome breakage syndrome	AR	617241				
NDP	7678	Exudative vitreoretinopathy 2, X-linked	X	305390				
NDP	7678	Norrie disease	X	310600				
NDRG1	7679	Charcot-Marie-Tooth disease, type 4D	AR	601455				
NDST1	7680	Mental retardation, autosomal recessive 46	AR	616116				
NDUFA1	7683	Mitochondrial complex I deficiency	X	252010				
NDUFA10	7684	Leigh syndrome	AR	256000				
NDUFA11	20371	Mitochondrial complex I deficiency	AR	252010				
NDUFA12	23987	Leigh syndrome due to mitochondrial complex 1 deficiency	AR	256000				
NDUFA2	7685	Leigh syndrome due to mitochondrial complex I deficiency	AR	256000				
NDUFA4	7687	Complex I deficiency	AR				Amber i panel app, ikke satt arvegang panel app,  to artikler HMGD	
NDUFA8	7692	Complex I deficiency	AR				Red list, panel app. Arvegang not set panel app, to artikler HGMD, Complex I deficiency, 	
NDUFA9	7693	Leigh syndrome due to mitochondrial complex I deficiency	AR	256000				
NDUFAF1	18828	Mitochondrial complex I deficiency	AR	252010				
NDUFAF2	28086	Mitochondrial complex I deficiency	AR	252010				
NDUFAF3	29918	Mitochondrial complex I deficiency	AR	252010				
NDUFAF4	21034	Mitochondrial complex I deficiency	AR	252010				
NDUFAF5	15899	Mitochondrial complex 1 deficiency	AR	252010				
NDUFAF6	28625	Leigh syndrome due to mitochondrial complex I deficiency	AR	256000				
NDUFB11	20372	?Mitochondrial complex I deficiency	X	252010				
NDUFB11	20372	Linear skin defects with multiple congenital anomalies 3	X	300952				
NDUFB3	7698	Mitochondrial complex I deficiency	AR	252010				
NDUFB9	7704	?Mitochondrial complex I deficiency	AR	252010				
NDUFS1	7707	Mitochondrial complex I deficiency	AR	252010				
NDUFS2	7708	Mitochondrial complex I deficiency	AR	252010				
NDUFS3	7710	Leigh syndrome due to mitochondrial complex I deficiency	AR	256000				
NDUFS3	7710	Mitochondrial complex I deficiency	AR	252010				
NDUFS4	7711	Leigh syndrome	AR	256000				
NDUFS4	7711	Mitochondrial complex I deficiency	AR	252010				
NDUFS6	7713	Mitochondrial complex I deficiency	AR	252010				
NDUFS7	7714	Leigh syndrome	AR	256000				
NDUFS8	7715	Leigh syndrome due to mitochondrial complex I deficiency	AR	256000				
NDUFV1	7716	Mitochondrial complex I deficiency	AR	252010				
NDUFV2	7717	Mitochondrial complex I deficiency	AR	252010				
NEB	7720	Nemaline myopathy 2, autosomal recessive	AR	256030				
NECAP1	24539	?Epileptic encephalopathy, early infantile, 21	AR	615833				
NEDD4L	7728	Periventricular nodular heterotopia 7	AD	617201				
NEFH	7737	Charcot-Marie-Tooth disease, axonal, type 2CC	AD	616924				
NEK1	7744	Short-rib thoracic dysplasia 6 with or without polydactyly	AR	263520				
NEK2	7745	?Retinitis pigmentosa 67	AR	615565				
NEK8	13387	?Nephronophthisis 9	AR	613824				
NEK8	13387	Renal-hepatic-pancreatic dysplasia 2	AR	615415				
NEK9	18591	?Arthrogryposis, Perthes disease, and upward gaze palsy	AR	614262				
NEK9	18591	Lethal congenital contracture syndrome 10	AR	617022				
NEU1	7758	Sialidosis, type I	AR	256550				
NEU1	7758	Sialidosis, type II	AR	256550				
NEUROD1	7762	Maturity-onset diabetes of the young 6	AD	606394				
NEUROG3	13806	Diarrhea 4, malabsorptive, congenital	AR	610370				
NEXN	29557	Cardiomyopathy, dilated, 1CC	AD	613122				
NEXN	29557	Cardiomyopathy, hypertrophic, 20	AD	613876				
NF1	7765	Neurofibromatosis, familial spinal	AD	162210				
NF1	7765	Neurofibromatosis, type 1	AD	162200				
NF1	7765	Neurofibromatosis-Noonan syndrome	AD	601321				
NF1	7765	Watson syndrome	AD	193520				
NF2	7773	Neurofibromatosis, type 2	AD	101000				
NFE2L2	7782	Immunodeficiency, developmental delay, and hypohomocysteinemia	AD	617744				
NFIA	7784	Brain malformations with or without urinary tract defects	AD	613735				
NFIX	7788	Marshall-Smith syndrome	AD	602535				
NFIX	7788	Sotos syndrome 2	AD	614753				
NFKB1	7794	Immunodeficiency, common variable, 12	AD	616576				
NFKB2	7795	Immunodeficiency, common variable, 10	AD	615577				
NFKBIA	7797	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency	AD	612132				
NFS1	15910	Mitochondrial complex II/III deficiency, infantile	AR				En artikkel i HGMD-Farhan (2014) Mol Genet Genomic Med 2, 73, red list og green list PanelApp, retrived fra NFS1	
NFU1	16287	Multiple mitochondrial dysfunctions syndrome 1	AR	605711				
NGF	7808	Neuropathy, hereditary sensory and autonomic, type V	AR	608654				
NGLY1	17646	Congenital disorder of deglycosylation	AR	615273				
NHEJ1	25737	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation	AR	611291				
NHLRC1	21576	Epilepsy, progressive myoclonic 2B (Lafora)	AR	254780				
NHP2	14377	Dyskeratosis congenita, autosomal recessive 2	AR	613987				
NHS	7820	Cataract 40, X-linked	X	302200				
NHS	7820	Nance-Horan syndrome	XD	302350				
NIN	14906	?Seckel syndrome 7	AR	614851				
NIPA1	17043	Spastic paraplegia 6, autosomal dominant	AD	600363				
NIPAL4	28018	Ichthyosis, congenital, autosomal recessive 6	AR	612281				
NIPBL	28862	Cornelia de Lange syndrome 1	AD	122470				
NKX2-1	11825	Chorea, hereditary benign 	AD	118700, 610978 			Chorea, hereditary benign 	
NKX2-5	2488	Mange i OMIM	AD	600584			liste med fenotyper, OMIM	
NKX2-6	32940	Hjerterelatert	AD;AR			GUS	Red list, panel app, AR+ unknown pane app	
NKX3-2	951	Spondylo-megaepiphyseal-metaphyseal dysplasia 	AR	613330			Spondylo-megaepiphyseal-metaphyseal dysplasia 	
NKX6-2	19321	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	AR	617560			Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	
NLGN3	14289	{Asperger syndrome susceptibility, X-linked 1}	X	300494			GUS	
NLGN3	14289	{Autism susceptibility, X-linked 1}	X	300425			GUS	
NLGN4X	14287	Mental retardation, X-linked 	X	300495			Mental retardation, X-linked 	
NLRC4	16412	?Familial cold autoinflammatory syndrome 4	AD	616115				
NLRC4	16412	Autoinflammation with infantile enterocolitis	AD	616050				
NLRP1	14374	Autoinflammation with arthritis and dyskeratosis	AR;AD	617388				
NLRP1	14374	Palmoplantar carcinoma, multiple self-healing	AD	615225				
NLRP12	22938	Familial cold autoinflammatory syndrome 2	AD	611762				
NLRP3	16400	CINCA syndrome	AD	607115				
NLRP3	16400	Deafness, autosomal dominant 34, with or without inflammation	AD	617772				
NLRP3	16400	Familial cold-induced inflammatory syndrome 1	AD	120100				
NLRP3	16400	Keratoendothelitis fugax hereditaria	AD	148200				
NLRP3	16400	Muckle-Wells syndrome	AD	191900				
NLRP5	21269	Multilocus imprinting disorder	AD				imprinting, en artikkel HGMD Docherty (2015) Nat Commun 6, 8086	
NLRP7	22947	Hydatidiform mole, recurrent, 1 	AR	231090			Hydatidiform mole, recurrent, 1 	
NME8	16473	Ciliary dyskinesia, primary, 6	AR	610852				
NNT	7863	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	AR	614736				
NOBOX	22448	Premature ovarian failure 5	AD	611548				
NOD2	5331	Blau syndrome	AD	186580				
NODAL	7865	Heterotaxy, visceral, 5	AD	270100				
NOG	7866	Brachydactyly, type B2	AD	611377				
NOG	7866	Multiple synostoses syndrome 1	AD	186500				
NOG	7866	Stapes ankylosis with broad thumbs and toes	AD	184460				
NOG	7866	Symphalangism, proximal, 1A	AD	185800				
NOG	7866	Tarsal-carpal coalition syndrome	AD	186570				
NOL3	7869	Myoclonus, familial cortical	AD	614937				
NONO	7871	Mental retardation, X-linked, syndromic 34	X	300967				
NOP10	14378	Dyskeratosis congenita, autosomal recessive 1	AR	224230				
NOP56	15911	Spinocerebellar ataxia 36	AD	614153				
NOTCH1	7881	Adams-Oliver syndrome 5	AD	616028				
NOTCH1	7881	Aortic valve disease 1	AD	109730				
NOTCH2	7882	Hajdu-Cheney syndrome	AD	102500				
NOTCH2	7882	Alagille syndrome 2	AD	610205				
NOTCH3	7883	?Myofibromatosis, infantile 2	AD	615293				
NOTCH3	7883	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy 1	AD	125310				
NOTCH3	7883	Lateral meningocele syndrome	AD	130720				
NPC1	7897	Niemann-Pick disease, type C1	AR	257220				
NPC1	7897	Niemann-Pick disease, type D	AR	257220				
NPC2	14537	Niemann-pick disease, type C2	AR	607625				
NPHP1	7905	Joubert syndrome 4	AR	609583				
NPHP1	7905	Nephronophthisis 1, juvenile	AR	256100				
NPHP1	7905	Senior-Loken syndrome-1	AR	266900				
NPHP3	7907	Meckel syndrome 7	AR	267010				
NPHP3	7907	Nephronophthisis 3	AR	604387				
NPHP3	7907	Renal-hepatic-pancreatic dysplasia 1	AR	208540				
NPHP4	19104	Nephronophthisis 4	AR	606966				
NPHP4	19104	Senior-Loken syndrome 4	AR	606996				
NPHS1	7908	Nephrotic syndrome, type 1	AR	256300				
NPHS2	13394	Nephrotic syndrome, type 2	AR	600995				
NPPA	7939	Atrial fibrillation, familial, 6	AD	612201				
NPPA	7939	Atrial standstill 2	AR	615745				
NPR2	7944	Acromesomelic dysplasia, Maroteaux type	AR	602875				
NPR2	7944	Epiphyseal chondrodysplasia, Miura type	AD	615923				
NPR2	7944	Short stature with nonspecific skeletal abnormalities	AD	616255				
NPRL2	24969	Epilepsy, familial focal, with variable foci 2	AD	617116				
NPRL3	14124	Epilepsy, familial focal, with variable foci 3	AD	617118				
NR0B1	7960	46XY sex reversal 2, dosage-sensitive	X	300018				
NR0B1	7960	Adrenal hypoplasia, congenital	X	300200				
NR1H4	7967	Cholestasis, progressive familial intrahepatic, 5	AR	617049				
NR1I3	7969	EHMT1-LIKE INTELLECTUAL DISABILITY 	AD			GUS	Red list, panelApp	
NR2F1	7975	Bosch-Boonstra-Schaaf optic atrophy syndrome	AD	615722				
NR2F2	7976	Congenital heart defects, multiple types, 4	AD	615779				
NR3C1	7978	Glucocorticoid resistance	AD	615962				
NR3C2	7979	Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy		605115				
NR3C2	7979	Pseudohypoaldosteronism type I, autosomal dominant	AD	177735				
NR5A1	7983	46, XX sex reversal 4	AD	617480				
NR5A1	7983	46XY sex reversal 3	AD	612965				
NR5A1	7983	Adrenocortical insufficiency	AD	612964				
NR5A1	7983	Premature ovarian failure 7	AD	612964				
NR5A1	7983	Spermatogenic failure 8	AD	613957				
NRAS	7989	Noonan syndrome 6	AD	613224				
NRL	8002	Retinal degeneration, autosomal recessive, clumped pigment type	AR					fylt inn arvegang fra panelapp
NRL	8002	Retinitis pigmentosa 27	AD	613750				
NRXN1	8008	Pitt-Hopkins-like syndrome 2	AR	614325				
NRXN2	8009	AUTISM	AD				Green list, panel App, 	
NRXN3	8010	AUTISM	AD			GUS	Red list, panelApp	
NSD1	14234	Sotos syndrome 1	AD	117550				
NSDHL	13398	CHILD syndrome	X	308050				
NSDHL	13398	CK syndrome	X	300831				
NSMCE2	26513	Seckel syndrome 10	AR	617253				
NSMF	29843	Hypogonadotropic hypogonadism 9 with or without anosmia	AD	614838				
NSUN2	25994	Mental retardation, autosomal recessive 5	AR	611091				
NT5C2	8022	Spastic paraplegia 45, autosomal recessive	AR	613162				
NT5C3A	17820	Anemia, hemolytic, due to UMPH1 deficiency	AR	266120				
NT5E	8021	Calcification of joints and arteries	AR	211800				
NTF4	8024	Glaucoma 1, open angle, 1O	AD	613100	19765683			arvegang fra artikkel
NTHL1	8028	Familial adenomatous polyposis 3	AR	616415				
NTRK1	8031	Insensitivity to pain, congenital, with anhidrosis	AR	256800				
NTRK1	8031	Medullary thyroid carcinoma, familial	AD	155240				
NTRK2	8032	Epileptic encephalopathy, early infantile, 58	AD	617830				
NTRK2	8032	Obesity, hyperphagia, and developmental delay	AD	613886				
NUBPL	20278	Mitochondrial complex I deficiency	AR	252010				
NUP107	29914	Nephrotic syndrome, type 11	AR	616730				
NUP155	8063	?Atrial fibrillation 15	AR	615770				
NUP205	18658	?Nephrotic syndrome, type 13	AR	616893				
NUP62	8066	Striatonigral degeneration, infantile	AR	271930				
NUP93	28958	Nephrotic syndrome, type 12	AR	616892				
NUS1	21042	?Congenital disorder of glycosylation, type 1aa	AR	617082				
NUS1	21042	Mental retardation, autosomal dominant 55, with seizures	AD	617831				
NXF5	8075	Mental retardation	X			GUS	Red list, panelApp, ikke i Gene2Phenotype	
NYX	8082	Night blindness, congenital stationary (complete), 1A, X-linked	X	310500				
OAT	8091	Gyrate atrophy of choroid and retina with or without ornithinemia	AR	258870				
OBFC1	26200	Cerebroretinal microangiopathy with calcifications and cysts 2	AR	617341				
OBSL1	29092	3-M syndrome 2	AR	612921	27796265			arvegang fra artikkel
OCA2	8101	Albinism, brown oculocutaneous	AR	203200				
OCA2	8101	Albinism, oculocutaneous, type II	AR	203200				
OCLN	8104	Pseudo-TORCH syndrome 1	AR	251290				
OCRL	8108	Dent disease 2	X	300555				
OCRL	8108	Lowe syndrome	X	309000				
OFD1	2567	?Retinitis pigmentosa 23	X	300424				
OFD1	2567	Joubert syndrome 10	X	300804				
OFD1	2567	Orofaciodigital syndrome I	X	311200				
OFD1	2567	Simpson-Golabi-Behmel syndrome, type 2	X	300209				
OGDH	8124	Alpha-ketoglutarate dehydrogenase deficiency	AR	203740				
OGT	8127	Mental retardation, X-linked 106	X	300997				
OPA1	8140	?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	AR	616896				arvegang fra tekst i OMIM
OPA1	8140	Behr syndrome	AR	210000				
OPA1	8140	Optic atrophy 1	AD	165500				
OPA1	8140	Optic atrophy plus syndrome	AD	125250				
OPA3	8142	3-methylglutaconic aciduria, type III	AR	258501				
OPA3	8142	Optic atrophy 3 with cataract	AD	165300				
OPHN1	8148	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	X	300486				
OPLAH	8149	5-oxoprolinase deficiency	AR;AD	260005				
OPN1LW	9936	Blue cone monochromacy	X	303700				
OPN1LW	9936	Colorblindness, protan	X	303900				
OPN1MW	4206	Blue cone monochromacy	X	303700				
OPN1MW	4206	Colorblindness, deutan	X	303800				
OPN1SW	1012	Colorblindness, tritan	AD	190900				
OPTN	17142	Amyotrophic lateral sclerosis 12	AD;AR	613435				arvegang fra tekst i OMIM
OPTN	17142	Glaucoma 1, open angle, E	AD	137760				
ORAI1	25896	Immunodeficiency 9	AR	612782				
ORAI1	25896	Myopathy, tubular aggregate, 2	AD	615883				
ORC1	8487	Meier-Gorlin syndrome 1	AR	224690				
ORC4	8490	Meier-Gorlin syndrome 2	AR	613800				
ORC6	17151	Meier-Gorlin syndrome 3	AR	613803				
OSBPL2	15761	Deafness, autosomal dominant 67	AD	616340				
OSGEP	18028	Galloway-Mowat syndrome 3	AR	617729				
OSMR	8507	Amyloidosis, primary localized cutaneous, 1	AD	105250				
OSTM1	21652	Osteopetrosis, autosomal recessive 5	AR	259720				
OTC	8512	Ornithine transcarbamylase deficiency	X	311250				
OTOA	16378	Deafness, autosomal recessive 22	AR	607039				
OTOF	8515	Auditory neuropathy, autosomal recessive, 1	AR	601071				
OTOF	8515	Deafness, autosomal recessive 9	AR	601071				
OTOG	8516	Deafness, autosomal recessive 18B	AR	614945				
OTOGL	26901	Deafness, autosomal recessive 84B	AR	614944				
OTUD6B	24281	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	AR	617452				
OTX2	8522	Microphthalmia, syndromic 5	AD	610125				
